"name","street","city","zip","email"
"Matrika Kameničná","č. 122","Kameničná",94601,"ttoma@nextra.sk"
"Obecný úrad Veľké Kršteňany","č. 157","Veľké Kršteňany",95803,"velkekrstenany@stonline.sk"
"Obecný úrad Báb","č. 465","Báb",95134,"babou@szm.sk"
"Obecný úrad Veľké Úľany","Hlavná 578","Veľké Úľany",92522,"ocuvelkeulany@stonline.sk"
"Obecný úrad Halič","Mieru 66","Halič",98511,"obec.halic@novohrad.sk"
"Obecný úrad Mokrance","č. 38","Mokrance",4501,"obec@mokrance.sk, obecmokrance@stonline.sk"
"Obecný úrad Dolný Lopašov","č. 79","Dolný Lopašov",92204,"obecdlopasov@kios.sk, starosta@obecdlopasov.sk"
"Obecný úrad Zálesie","č. 13","Zálesie",5904,"obeczalesie@mail.t-com.sk"
"Obecný úrad Tovarné","č. 4","Tovarné",9401,"ocu.tovarne@mail.t-com.sk"
"Obecný úrad Sološnica","č. 527","Sološnica",90637,"obec@solosnicask.net"
"Obecný úrad Gbelce","J. Stampayho 1","Gbelce",94342,"starosta@gbelce.sk"
"Obecný úrad Častkovce",,"Častkovce",91627,"obec-castkovce@stonline.sk"
"Obecný úrad Jalová","č. 38","Jalová",6761,"oujalova@stonline.sk"
"Obecný úrad Dolné Naštice","č. 36","Dolné Naštice",95701,"obecdolnenastice@stonline.sk"
"Obecný úrad Poliakovce","č. 20","Poliakovce",8611,"poliakovce@stonline.sk"
"Mestská knižnica Spišská Belá","Hviezdoslavova 21","Spišská Belá",5901,"kniznica@spisskabela.sk"
"Matrika Výčapy - Opatovce","č. 204","Výčapy - Opatovce",95144,"vycapy-opatovce@stonline.sk"
"Matrika Jahodná","Nám. Sv. Trojice 294/3","Jahodná",93021,"matrika@obecjahodna.sk"
"Obecný úrad Kazimír","Hlavná 138","Kazimír",7613,"obeckazimir@stonline.sk"
"Obecný úrad Kuraľany","č. 1","Kuraľany",93564,"kuralany@stonline.sk"
"Obecný úrad Kráľ","č. 491","Kráľ",98045,"ocukral@stonline.sk"
"Matrika Viničné","Hlavná 209/206","Viničné",90023,"obecnyurad@vinicne.sk"
"Obecný úrad Bunetice","č. 5","Bunetice",4447,"obecbunetice@centrum.sk"
"Obecný úrad Rúbaň","č. 27","Rúbaň",94136,"obecruban@ba.telecom.sk"
"Matrika Chlebnice","č. 186","Chlebnice",2755,"ocuchlebnice@stonline.sk"
"Obecný úrad Poluvsie","č. 251","Poluvsie",97216,"poluvsie@stonline.sk"
"Obecný úrad Ďačov","č. 106","Ďačov",8271,"obecdacov@centrum.sk"
"Obecný úrad Plavé Vozokany","č. 115","Plavé Vozokany",93569,"plave.vozokany@nextra.sk"
"Obecný úrad Ľutov","č. 26","Ľutov",95703,"obeclutov@mail.t-com.sk"
"Obecný úrad Novosad","Hlavná 144/47","Novosad",7602,"ocunovosad@gmail.com"
"Matrika Trnovec nad Váhom","č. 587","Trnovec nad Váhom",92571,"matrika@trnovecnadvahom.sk"
"Obecný úrad Kajal","č. 20 ","Kajal",92592,"kajal@kajal.sk"
"Obecný úrad Bziny","Brezovecká 96/8","Bziny",2601,"bziny@zoznam.sk"
"Obecný úrad Chľaba","č. 197","Chľaba",94366,"chlaba@atlas.sk"
"Matrika Suchohrad","č. 140","Suchohrad",90064,"obec.suchohrad@stonline.sk"
"Obecný úrad Bajč","č. 130","Bajč",94654,"ocubajc@stonline.sk"
"Obecný úrad Dolné Plachtince","č. 95","Dolné Plachtince",99124,"obecdp@stonline.sk"
"Mestská knižnica - Mestský kultúrny podnik","Štefánikova 208/7","Námestovo",2901,"office@dkno.sk"
"Obecný úrad Liptovská Anna","č. 20","Liptovská Anna",3223,"obecliptovskaanna@post.sk"
"Obecný úrad Kotešová","č. 325","Kotešová",1361,"ocukotesova@compnet.sk"
"Obecný úrad Slovenská Ľupča","Nám. SNP 13","Slovenská Ľupča",97613,"sekretariat@slovenskalupca.sk"
"Obecný úrad Podbrezová","Sládkovičova 76/6","Podbrezová",97681,"podbrezova@stonline.sk, evidenciaobyvatelov@podbrezova.sk"
"Obecný úrad Lehota nad Rimavicou","č. 134","Lehota nad Rimavicou",98053,"oulehotanr@stonline.sk"
"Mestský úrad Sereď","Nám. republiky 1176/10","Sereď",92601,"mu@sered.sk"
"Obecný úrad Tatranská Javorina","č. 7","Tatranská Javorina",5956,"obecnyurad@tjavorina.eu"
"Matrika Poltár","Železničná 489/1","Poltár",98701,"mesto@poltar.sk"
"Obecný úrad Bádice","č. 137","Bádice",95146,"obecbadice@stonline.sk"
"Obecný úrad Bodorová","č. 59","Bodorová",3845,"bodorova@gaya.sk"
"Obecný úrad Povina","č. 155","Povina",2333,"obecpovina@stonline.sk"
"Matrika Zavar","Viktorínova 14","Zavar",91926,"ocu.zavar@nextra.sk"
"Obecný úrad Telgárt","č. 70","Telgárt",97673,"obutelgart@stonline.sk"
"Obecný úrad Janovce","č. 62","Janovce",8641,"janovce@stonline.sk"
"Obecný úrad Hromoš","č. 114","Hromoš",6545,"hromos@post.sk"
"Obecný úrad Dolné Kočkovce","Št. Moyzesa 256","Dolné Kočkovce",2001,"obec_dk@slovanet.sk"
"Obecný úrad Štefanov nad Oravou",,"Štefanov nad Oravou",2744,"stefanov@stonline.sk"
"Obecný úrad Zemné","č. 268","Zemné",94122,"ouzemne@zemnet.sk"
"Obecný úrad Lopúchov","č. 85","Lopúchov",8641,"lopuchov@stonline.sk"
"Matrika Trenčianska Turná","Bánovská 66","Trenčianska Turná",91321,"matrika@trencianskaturna.sk"
"Obecný úrad Haligovce","č. 124","Haligovce",6534,"ocuhaligovce@stonline.sk"
"Obecný úrad Polina","Polina ","Polina",98262,"polina@gemer.org"
"Matrika Kružlov","č. 141","Kružlov",8604,"obeckruzlov@stonline.sk"
"Obecný úrad Kútniky","č. 634","Kútniky",92901,"ocukutniky@stonline.sk"
"Obecný úrad Milhosť","č. 6","Milhosť",4458,"obec.milhost@stonline.sk"
"Obecný úrad Kalameny","č. 70","Kalameny",3482,"zastupitelstvo@kalameny.sk"
"Matrika Bratislava - Rača","Kubačova 21","Bratislava - Rača",83106,"info@mcraca.sk"
"Obecný úrad Habura","č. 63","Habura",6752,"ocu@habura.sk"
"Obecný úrad Blesovce","č. 117","Blesovce",95601,"obecblesovce@wircom.sk"
"Obecný úrad Sása","Nám. SNP 1","Sása",96262,"sasa@slovanet.sk"
"Obecný úrad Vydrník","č. 55","Vydrník",5914,"obec@vydrnik.sk"
"Obecný úrad Nová Dedinka","Mierova 11","Nová Dedinka",90029,"novadedinka@stonline.sk"
"Obecný úrad Jur nad Hronom","č. 278","Jur nad Hronom",93557,"ocu@jur.sk"
"Obecný úrad Dubovica","č. 190","Dubovica",8271,"ocudubovica@stonline.sk"
"Obecný úrad Volkovce","Hlavná 4","Volkovce",95187,"volkovce@zoznam.sk"
"Mestský úrad Veľký Šariš","Nám. sv. Jakuba 1","Veľký Šariš",8221,"msuvsaris@kryha.sk"
"Obecný úrad Vyšná Rybnica","č. 119","Vyšná Rybnica",7241,"vysnarybnica@lekosonline.sk"
"Obecný úrad Novoť","č. 285","Novoť",2955,"ounovot@bb.telecom.sk"
"Úrad práce, sociálnych vecí a rodiny Bratislava I. - úsek sociálnych vecí","Vajanského nábr. 10","Bratislava - Staré Mesto",81102,"alena.stankovicova@upsvr.gov.sk"
"Matrika Šurany","Nám. Hrdinov 1","Šurany",94201,"k.bartovic@surany.sk"
"Obecný úrad Červený Kláštor","č. 85","Červený Kláštor",5906,"obecck@sinet.sk"
"Obecný úrad Veľopolie","č. 78","Veľopolie",6731,"obec.velopolie@stonline.sk"
"Obecný úrad Ložín","č. 31","Ložín",7205,"obeclozin@stonline.sk"
"Obecný úrad Belá nad Cirochou","Osloboditeľov 23","Belá nad Cirochou",6781,"bela-n-c@stonline.sk"
"Obecný úrad Karlová","č. 30 ","Karlová",3815,"obeckarlova@karlova.sk"
"Obecný úrad Malé Vozokany","č. 46","Malé Vozokany",95182,"ou-malevozokany@slovanet.sk"
"Obecný úrad Liptovský Trnovec","č. 160","Liptovský Trnovec",3222,"starosta@lipttrnovec.sk"
"Obecný úrad Makovce","č. 13","Makovce",9023,"obecmakovce@stonline.sk"
"Obecný úrad Jatov","č. 190","Jatov",94109,"j.dubovsky@centrum.sk"
"Obecný úrad Choňkovce","č. 180","Choňkovce",7263,"ouchonkovce@stonline.sk"
"Mestská knižnica v Dudinciach","Okružná 212","Dudince",96271,"terenova@dudince-mesto.sk"
"Obecný úrad Zubrohlava","Plátennícka 464","Zubrohlava",2943,"webmaster@zubrohlava.eu"
"Matrika Štúrovo","Nám. slobody 1","Štúrovo",94306,"matrika@sturovo.sk"
"Obecný úrad Vršatské Podhradie","č. 54","Vršatské Podhradie",1852,"obec.vrsatec@dcnet.sk"
"Obecný úrad Hrabová Roztoka","Hrabová Roztoka ","Hrabová Roztoka",6774,"obechrabovaroztoka@stonline.sk"
"Miestny úrad Košice - Staré Mesto","Hviezdoslavova 7","Košice - Staré Mesto",4001,"starosta@kosice-city.sk"
"Matrika Jablonica","č. 801","Jablonica",90632,"jablonica@stonline.sk"
"Úrad práce, sociálnych vecí a rodiny Bratislava IV. - úsek sociálnych vecí","Karloveská 2 ","Bratislava - Karlova Ves",84104,"micheleova.monika@upsvr.gov.sk"
"Matrika Lúčky","č. 141","Lúčky",3482,"obec.lucky@stonline.sk"
"Obecný úrad Konrádovce","č. 108","Konrádovce",98032,"konradovce@stonline.sk"
"Matrika Radvaň nad Dunajom","č. 58","Radvaň nad Dunajom",94638,"ocuradvan@nextra.sk"
"Obecný úrad Pakostov","č. 24","Pakostov",9407,"pakostov@stonline.sk"
"Matrika Heľpa","Farská 588/2","Heľpa",97668,"ouhelpa@stonline.sk"
"Matrika Budča","Lhenická 33","Budča",96233,"matrika@budca.net"
"Mestský úrad Trnava","Hlavná 1","Trnava",91771,"stefan.bosnak@trnava.sk"
"Obecný úrad Predmier","č. 55","Predmier",1351,"obecnyurad@predmier.sk, ocu_predmier@mail.t-com.sk"
"Obecný úrad Báhoň","SNP 65","Báhoň",90084,"starosta@bahon.sk"
"Obecný úrad Mad","č. 200","Mad",93014,"obecnyuradmad@mail.t-com.dk"
"Obecný úrad Zálesie","Malinovská 1/123","Zálesie",90028,"ou@obeczalesie.sk, starosta@obeczalesie.sk "
"Matrika Žabokreky","č. 145","Žabokreky",3840,"starosta@zabokreky.sk"
"Obecný úrad Plaveč","Hviezdoslavova 101/4","Plaveč",6544,"ocuplavec@slnet.sk"
"Obecný úrad Čučma","č. 47","Čučma",4801,"obec.cucma@stonline.sk"
"Obecný úrad Koprivnica","č. 126","Koprivnica",8643,"obeckoprivnica@wi-net.sk"
"Matrika Spišská Stará Ves","Štúrova 228","Spišská Stará Ves",6101,"matrika@spisskastaraves.sk"
"Obecný úrad Žiar","č. 102","Žiar",3205,"obecziar@centrum.sk"
"Obecný úrad Slovany","č. 102","Slovany",3843,"obecslovany@stonline.sk"
"Obecný úrad Podkonice","č. 178","Podkonice",97613,"podkonice@podkonice.sk"
"Obecný úrad Biely Kostol","Pionierske nám.1","Biely Kostol",91934,"bielykostol@m-fit.com, oub.kostol@stonline.sk"
"Matrika Banská Bystrica","Československej armády 26","Banská Bystrica",97539,"kancelariaprimatora@misbb.sk"
"Obecný úrad Brehov","Hlavná 1/57","Brehov",7605,"obecbrehov@trenet.sk"
"Obecný úrad Spišská Teplica","Obrancov mieru 452","Spišská Teplica",5934,"ouspisskateplica@stonline.sk"
"Obecný úrad Mýto pod Ďumbierom","č. 64","Mýto pod Ďumbierom",97644,"ou@mytopoddumbierom.sk"
"Mestský úrad Štúrovo","Nám. slobody 1","Štúrovo",94306,"sekretariat@sturovo.sk"
"Obecný úrad Horný Lieskov","č. 82","Horný Lieskov",1821,"hornylieskov@centrum.sk"
"Obecný úrad Ovčie","č. 329","Ovčie",8238,"obecovcie@stonline.sk"
"Matrika Brezno","Nám. M. R. Štefánika 1","Brezno",97701,"primatorbr@brezno.sk"
"Obecný úrad Lúčka","č. 59","Lúčka",8701,"topl.lucka@stonline.sk"
"Obecný úrad Drienovská Nová Ves","č. 83","Drienovská Nová Ves",8201,"starosta.dnv@stonline.sk"
"Obecný úrad Malatíny","č. 9","Malatíny",3215,"obec.malatiny@stonline.sk"
"Obecný úrad Horná Potôň","č. 1","Horná Potôň",93036,"obec@hornapoton.sk"
"Obecný úrad Svätuše","Kvetná 3","Svätuše",7683,"obecsvatuse@stonline.sk"
"Obecný úrad Cerovo","č. 259","Cerovo",96252,"cerovo@zoznam.sk"
"Obecný úrad Balog nad Ipľom","Hlavná 75","Balog nad Ipľom",99111,"balog.obec@azet.sk"
"Obecný úrad Krnča","Októbrova 500","Krnča",95619,"ocu@krnca.sk, ocukrnca@stonline.sk"
"Obecný úrad Kováčová","Kúpeľná 12","Kováčová",96237,"obec@kovacova.sk"
"Matrika Okoč","Hlavná 833/57","Okoč",93028,"info@okoc.sk"
"Matrika Dolný Ohaj","č. 109","Dolný Ohaj",94143,"oudolnyohaj@stonline.sk"
"Obecný úrad Kukučínov","č. 19","Kukučínov",93701,"obec@kukucinov.sk, kukucinov@nextra.sk"
"Obecný úrad Kečovo","č. 78","Kečovo",4955,"obec-kecovo@stonline.sk, kecovo@gemer.org"
"Obecný úrad Kraľovany","č. 186","Kraľovany",2751,"oukralovany@pobox.sk"
"Obecný úrad Kysak","č. 146","Kysak",4481,"kysak@kysak.sk"
"Obecný úrad Príbelce","č. 234","Príbelce",99125,"pribelce@stonline.sk"
"Obecný úrad Tušická Nová Ves","č. 167","Tušická Nová Ves",7202,"outusicka@stonline.sk"
"Obecný úrad Ďurďové","č. 27","Ďurďové",1822,"obec.durdove@stonline.sk"
"Matrika Vinosady","Pezinská 95    ","Vinosady",90201,"starosta6@stonline.sk"
"Obecný úrad Kráľovce","č. 196","Kráľovce",4444,"kralovce@zoznam.sk"
"Obecný úrad Banské","č. 320","Banské",9412,"obecbanske@stonline.sk"
"Obecný úrad Ruskov","č. 94","Ruskov",4419,"ocu@inmail.sk, ocu@obecruskov.sk"
"Obecný úrad Babindol","č. 140","Babindol",95153,"ovubabindol@atlas.sk"
"Obecný úrad Veľká Lúka","Veľkolúcka 1219/39","Veľká Lúka",96231,"starosta@velkaluka.sk"
"Obecný úrad Veľké Chyndice","č. 50","Veľké Chyndice",95154,"m.miklova@zoznam.sk"
"Obecný úrad Kúty","Radlinského nám. 981","Kúty",90801,"obec.kuty@post.sk, ocu@kuty.sk"
"Obecný úrad Panické Dravce","č. 51","Panické Dravce",98532,"oupdravce@stonline.sk"
"Daňový úrad Nová Baňa","Školská 5","Nová Baňa",96801,"du.nb@bb.drsr.sk"
"Obecný úrad Vajkovce","č. 84","Vajkovce",4443,"obecvajkovce@netkosice.sk"
"Matrika Lužianky","Rastislavova 266","Lužianky",95141,"ou_luzianky@naex.sk"
"Obecný úrad Skalka nad Váhom","č. 73","Skalka nad Váhom",91331,"obec.skalka@stonline.sk"
"Obecný úrad Zlaté Klasy","Hlavná 777/72","Zlaté Klasy",93039,"ocuzlateklasy@stonline.sk"
"Obecný úrad Prečín","č. 304","Prečín",1815,"obecprecin@precin.eu"
"Štátny archív v Nitre, pobočka Bojnice","Tehelná 18","Bojnice",97201,"archiv@sanr-pbojnice.vs.sk"
"Mestský úrad Malacky","Radlinského 1","Malacky",90101,"msu@malacky.sk"
"Obecný úrad Hrabovec nad Laborcom","č. 156","Hrabovec nad Laborcom",6701,"obechrabovec@post.sk"
"Obecný úrad Machulince","Hlavná 115","Machulince",95193,"starosta@obecmachulince.sk"
"Obecný úrad Čakanovce","č. 79","Čakanovce",4445,"cakanovce@stonline.sk"
"Obecný úrad Záhorská Ves","Hlavná 29","Záhorská Ves",90065,"starosta@zahorskaves.sk"
"Obecný úrad Čierny Potok",,"Čierny Potok",98031,"ciernypotok@gemer.org"
"Obecný úrad Štitáre","Pri prameni 14","Štitáre",95101,"oustitare@nevernet.sk, hasuk@nextra.sk"
"Obecný úrad Baška","č. 71","Baška",4420,"urad@baska-obec.sk"
"Mestský úrad Rimavská Sobota","Svätoplukova 9","Rimavská Sobota",97901,"mesto@rimavskasobota.sk"
"Obecný úrad Vyšná Kamenica","č. 39","Vyšná Kamenica",4446,"obecvysnakamenica@netkosice.sk"
"Obecný úrad Svätý Peter","Hlavná 2","Svätý Peter",94657,"dedinapeter@stonline.sk"
"Obecný úrad Jablonové","č. 197","Jablonové",90054,"obec.jablonove@stonline.sk, obec.jablonove@connected.sk"
"Obecný úrad Štrkovec","č. 4","Štrkovec",98045,"obecstrkovec@zoznam.sk"
"Obecný úrad Častá","Hlavná 168","Častá",90089,"obeccasta@stonline.sk"
"Obecný úrad Nižná Slaná","Nám. SNP 54","Nižná Slaná",4923,"obecnizna.slana@stonline.sk"
"Obecný úrad Rozhanovce","SNP 48","Rozhanovce",4442,"rozhanovce@zoznam.sk"
"Obecný úrad Nová Ľubovňa","č. 102","Nová Ľubovňa",6511,"obec@novalubovna.sk, starosta@novalubovna.sk"
"Obecný úrad Pavlova Ves","č. 27","Pavlova Ves",3221,"obec@pavlovaves.gityposta.sk"
"Mestský úrad Vráble","Hlavná 1221","Vráble",95201,"primator@vrable.sk"
"Obecný úrad Chrasť nad Hornádom","č. 165","Chrasť nad Hornádom",5363,"ocuchrast@chrastnadhornadom.sk"
"Obecný úrad Pribeta","Hlavná 113","Pribeta",94655,"obecpribeta@stonline.sk"
"Obecný úrad Malý Slivník","č. 48","Malý Slivník",8267,"obecmalyslivnik@stonline.sk"
"Matrika Zborov nad Bystricou","č. 223","Zborov nad Bystricou",2303,"obeczborov@stonline.sk"
"Obecný úrad Dlhá nad Kysucou","č. 258","Dlhá nad Kysucou",2354,"obec.dnk@orangemail.sk"
"Matrika Horné Saliby","Hlavná 297","Horné Saliby",92503,"hornesaliby@hornesaliby.sk"
"Obecný úrad Podolie","M. R. Štefánika 566","Podolie",91622,"podolie@podolie.sk, starosta@podolie.sk"
"Matrika Kežmarok","Hlavné nám. 1","Kežmarok",6001,"matrika@kezmarok.sk"
"Obecný úrad Veľká Čierna","č. 75","Veľká Čierna",1501,"stefanharant@post.sk"
"Obecný úrad Veľká Lomnica","Tatranská 175/33","Veľká Lomnica",5952,"obecvelkalomnica@stonline.sk"
"Obvodný úrad Štúrovo","Svätého Štefana 79","Štúrovo",94301,"prednosta@st.vs.sk"
"Obecný úrad Súdovce","č. 113","Súdovce",96271,"obecsudovce@zoznam.sk"
"Obecný úrad Vidiná","Športová 1","Vidiná",98559,"obec@vidina.sk"
"Matrika Pozba","č. 225","Pozba",94151,"ocupozba@nextra.sk"
"Matrika Bobrovec","č. 90","Bobrovec",3221,"obec.bobrovec@st.online.sk"
"Fakultná nemocnica Nitra","Špitálska 6","Nitra",95001,"zak@fnnitra.sk"
"Obecný úrad Štefanovce","č. 14","Štefanovce",8235,"stefanovce.po@mail.t-com.sk"
"Obecný úrad Smrdáky","č. 181","Smrdáky",90603,"ousmrdaky@stonline.sk"
"Mestský úrad Krupina","Svätotrojičné nám. 4","Krupina",96301,"krupina@krupina.sk"
"Obecný úrad Sokolce","Hlavná 63","Sokolce",94617,"obecsokolce@stonline.sk"
"Obecný úrad Jenkovce","č. 200","Jenkovce",7252,"obecjenkovce@lekosonline.sk, obecjenkovce@jenkovce.sk"
"Obecný úrad Horný Vadičov","č. 160","Horný Vadičov",2345,"ocuhornyvadicov@stonline.sk"
"Obecný úrad Sása","č. 1","Sása",98264,"obec.sasa@stonline.sk"
"Obecný úrad Hričovské Podhradie","č. 98","Hričovské Podhradie",1341,"obechr.podhradie@mail.t-com.sk"
"Obecný úrad Holice","Póšfa 151","Holice",93034,"polgarmester@egyhazgelle.sk; starosta@obecholice.sk"
"Obecný úrad Bátka","č. 161","Bátka",98021,"ocu.batka@stonline.sk"
"Obecný úrad Kračúnovce","č. 350","Kračúnovce",8701,"kracunovce@stonline.sk"
"Obecný úrad Strečno","Sokolská 487/34","Strečno",1324,"obec@strecno.sk, starosta@strecno.sk"
"Mestský úrad Komárno","Námestie gen. Klapku 1","Komárno",94501,"primator@komarno.sk"
"Obecný úrad Bzovská Lehôtka","č. 26","Bzovská Lehôtka",96262,"bzovskalehotka@zoznam.sk"
"Obecný úrad Cífer","Nám. A. Hlinku 36","Cífer",91943,"starosta@cifer.sk, kontrolorka@cifer.sk"
"Obecný úrad Veľký Slivník","č. 82","Veľký Slivník",8267,"velkyslivnik@zoznam.sk"
"Obecný úrad Divín","Nám. mieru 654/3","Divín",98552,"obecdivin@zoznam.sk"
"Obecný úrad Kaloša","č. 62","Kaloša",98252,"kalosa@kalosa.sk"
"Obecný úrad Nededza","Hlavná 1/1","Nededza",1302,"nededza.ou@stonline.sk"
"Obecný úrad Jelšovce","Hlavná 37","Jelšovce",95143,"starosta@jelsovce.sk"
"Mestský úrad Partizánske","Nám. SNP 212/4","Partizánske",95801,"sekretariat@partizanske.sk"
"Obecný úrad Šarišské Sokolovce","č. 17","Šarišské Sokolovce",8266,"ocusar.sokolovce@stonline.sk"
"Obecný úrad Topoľnica","č. 13","Topoľnica",92592,"topolnica@topolnica.sk"
"Obecný úrad Rudinka","č. 118","Rudinka",2331,"rudinka@naex.sk"
"Obecný úrad Vinosady","Pezinská 95","Vinosady",90201,"starosta@vinosady.sk"
"Obecný úrad Bočiar","č. 23","Bočiar",4456,"oubociar@eccenet.sk"
"Mestský úrad Stropkov","Hlavná 38/2","Stropkov",9101,"mesto@stropkov.sk"
"Obecný úrad Krtovce","č. 2","Krtovce",95603,"obeckrtovce@azet.sk"
"Obecný úrad Rešov","č. 36","Rešov",8621,"obecresov@stonline.sk"
"Matrika Telgárt","č. 70","Telgárt",97673,"obutelgart@stonline.sk"
"Obecný úrad Iža","Ďatelinová 674","Iža",94639,"obeciza@stonline.sk, obeciza@ba.telecom.sk"
"Matrika Nesluša","č. 978","Nesluša",2341,"ou.neslusa@neslusa.sk"
"Obecný úrad Ivanka pri Nitre","Novozámocká 326","Ivanka pri Nitre",95112,"obecivanka@pobox.sk"
"Obecný úrad Pohronský Ruskov","Hlavná 74","Pohronský Ruskov",93562,"obecpohr.ruskov@stonline.sk"
"Obecný úrad Nový Tekov","č. 266","Nový Tekov",93533,"obecnovytekov@stonline.sk"
"Obecný úrad Rudnianska Lehota","č. 225","Rudnianska Lehota",97226,"ourlehota@stonline.sk"
"Obecný úrad Terany","č. 116","Terany",96268,"obecterany@stonline.sk"
"Obecný úrad Sačurov","Osloboditeľov 385","Sačurov",9413,"ocu.sacurov@slovanet.sk, ocu.sacurov.starosta@zoznam.sk"
"Obecný úrad Rimavské Janovce","č. 300","Rimavské Janovce",98001,"ou.rimjanovce@rsnet.sk"
"Obecný úrad Čenkovce","č. 2","Čenkovce",93039,"ocucenkovce@stonline.sk"
"Obecný úrad Kostolná Ves","č. 136","Kostolná Ves",97226,"ocukostolnaves@mail.t-com.sk"
"Obecný úrad Veľké Dravce","Školská 240","Veľké Dravce",98542,"obecvelkedravce@stonline.sk"
"Obecný úrad Istebné","č. 142","Istebné",2753,"ocuistebne@dkubin.sk"
"Obecný úrad Veľké Vozokany","Veľké Vozokany","Veľké Vozokany",95182,"ou-velkevozokany@slovanet.sk"
"Obecný úrad Arnutovce","č. 64","Arnutovce",5313,"arnutovce@stonline.sk"
"Obecný úrad Považany","Kríž nad Váhom 187","Považany",91626,"ocu.povazany@stonline.sk"
"Obecný úrad Bernolákovo","Hlavná 111","Bernolákovo",90027,"obec@bernolakovo.sk"
"Obecný úrad Vlkyňa","č. 70","Vlkyňa",98044,"ocuvlkyna@zoznam.sk"
"Obecný úrad Sebechleby","č. 1","Sebechleby",96266,"obecsebechleby@mail.t-com.sk"
"Obecný úrad Miezgovce","č. 64","Miezgovce",95701,"obecmiezgovce@stonline.sk"
"Mestská knižnica Fiľakovo","Nám. slobody","Fiľakovo",98601,"kniznicafilakovo@zoznam.sk"
